Date,Station0,Station1,Station2,Station3,Station4,Station5
01/02/2019 13:00,487.0,181.0,233.0,292.0,152.0,188.0
01/02/2019 13:15,368.0,182.0,273.0,258.0,152.0,202.0
01/02/2019 13:30,376.0,109.0,255.0,218.0,147.0,122.0
01/02/2019 13:45,339.0,108.0,266.0,258.0,116.0,114.0
01/02/2019 14:00,250.0,98.0,215.0,244.0,86.0,145.0
01/02/2019 14:15,187.0,113.0,161.0,221.0,123.0,113.0
01/02/2019 14:30,165.0,103.0,216.0,195.0,94.0,85.0
01/02/2019 14:45,135.0,66.0,141.0,111.0,87.0,124.0
01/02/2019 15:00,126.0,44.0,126.0,102.0,71.0,46.0
01/02/2019 15:15,271.0,65.0,27.0,70.0,39.0,80.0
01/02/2019 15:30,638.0,135.0,77.0,103.0,76.0,101.0
01/02/2019 15:45,667.0,225.0,105.0,279.0,126.0,125.0
01/02/2019 16:00,715.0,433.0,157.0,445.0,252.0,176.0
01/02/2019 16:15,1086.0,526.0,359.0,563.0,295.0,166.0
01/02/2019 16:30,1294.0,1154.0,591.0,828.0,483.0,445.0
01/02/2019 16:45,1646.0,1623.0,1074.0,1031.0,767.0,647.0
01/02/2019 17:00,1959.0,1109.0,1994.0,1176.0,1173.0,1055.0
01/02/2019 17:15,2373.0,1227.0,2617.0,1099.0,1271.0,1214.0
01/02/2019 17:30,2263.0,1371.0,3267.0,1033.0,991.0,1256.0
01/02/2019 17:45,2075.0,1559.0,3751.0,995.0,952.0,1086.0
01/02/2019 18:00,1840.0,1365.0,2053.0,1039.0,793.0,876.0
01/02/2019 18:15,1741.0,1228.0,1848.0,660.0,597.0,707.0
01/02/2019 18:30,1378.0,1157.0,1344.0,938.0,473.0,582.0
01/02/2019 18:45,1342.0,973.0,591.0,676.0,572.0,448.0
01/02/2019 19:00,1373.0,900.0,523.0,631.0,444.0,366.0
01/02/2019 19:15,1130.0,865.0,381.0,619.0,355.0,390.0
01/02/2019 19:30,1149.0,794.0,303.0,459.0,327.0,291.0
01/02/2019 19:45,1147.0,651.0,362.0,650.0,428.0,384.0
01/02/2019 20:00,1014.0,852.0,333.0,535.0,304.0,285.0
01/02/2019 20:15,1109.0,577.0,253.0,442.0,350.0,323.0
01/02/2019 20:30,1006.0,655.0,302.0,422.0,329.0,313.0
01/02/2019 20:45,1259.0,787.0,322.0,452.0,355.0,372.0
01/02/2019 21:00,1455.0,682.0,259.0,388.0,362.0,300.0
01/02/2019 21:15,1323.0,594.0,271.0,350.0,364.0,263.0
01/02/2019 21:30,1388.0,770.0,378.0,427.0,337.0,339.0
01/02/2019 21:45,1379.0,870.0,298.0,463.0,354.0,321.0
01/02/2019 22:00,1358.0,700.0,268.0,398.0,444.0,252.0
01/02/2019 22:15,1159.0,827.0,405.0,470.0,418.0,372.0
01/02/2019 22:30,1257.0,686.0,321.0,473.0,414.0,302.0
01/02/2019 22:45,1112.0,693.0,340.0,438.0,326.0,292.0
01/02/2019 23:00,1139.0,732.0,336.0,453.0,359.0,326.0
01/02/2019 23:15,1280.0,656.0,275.0,429.0,322.0,298.0
01/02/2019 23:30,1393.0,525.0,369.0,359.0,332.0,250.0
01/02/2019 23:45,1213.0,667.0,302.0,450.0,252.0,304.0
01/03/2019 00:00,1374.0,571.0,265.0,390.0,291.0,333.0
01/03/2019 00:15,1363.0,600.0,334.0,391.0,270.0,321.0
01/03/2019 00:30,1419.0,580.0,365.0,451.0,256.0,383.0
01/03/2019 00:45,1434.0,531.0,253.0,391.0,272.0,356.0
01/03/2019 01:00,1327.0,507.0,296.0,383.0,315.0,361.0
01/03/2019 01:15,1358.0,462.0,358.0,473.0,272.0,296.0
01/03/2019 01:30,1447.0,577.0,320.0,430.0,317.0,343.0
01/03/2019 01:45,1194.0,532.0,358.0,363.0,290.0,369.0
01/03/2019 02:00,1227.0,494.0,431.0,407.0,319.0,353.0
01/03/2019 02:15,1254.0,623.0,521.0,518.0,443.0,430.0
01/03/2019 02:30,1299.0,644.0,656.0,500.0,452.0,519.0
01/03/2019 02:45,1205.0,633.0,776.0,594.0,524.0,528.0
01/03/2019 03:00,1592.0,636.0,782.0,574.0,558.0,509.0
01/03/2019 03:15,1416.0,669.0,682.0,523.0,473.0,492.0
01/03/2019 03:30,1181.0,634.0,538.0,526.0,442.0,395.0
01/03/2019 03:45,1110.0,551.0,481.0,395.0,342.0,391.0
01/03/2019 04:00,1005.0,445.0,434.0,409.0,290.0,346.0
01/03/2019 04:15,817.0,416.0,359.0,336.0,261.0,313.0
01/03/2019 04:30,798.0,354.0,269.0,334.0,259.0,225.0
01/03/2019 04:45,634.0,260.0,328.0,326.0,193.0,201.0
01/03/2019 05:00,590.0,275.0,260.0,297.0,177.0,175.0
01/03/2019 05:15,441.0,240.0,263.0,250.0,146.0,175.0
01/03/2019 05:30,513.0,219.0,276.0,265.0,162.0,181.0
01/03/2019 05:45,390.0,204.0,269.0,308.0,154.0,177.0
01/03/2019 06:00,354.0,138.0,217.0,219.0,155.0,147.0
01/03/2019 06:15,319.0,142.0,298.0,216.0,154.0,135.0
01/03/2019 06:30,287.0,115.0,260.0,263.0,97.0,125.0
01/03/2019 06:45,191.0,89.0,195.0,168.0,101.0,91.0
01/03/2019 07:00,171.0,77.0,178.0,150.0,117.0,89.0
01/03/2019 07:15,164.0,66.0,190.0,111.0,67.0,121.0
01/03/2019 07:30,102.0,46.0,141.0,123.0,69.0,63.0
01/03/2019 07:45,234.0,57.0,25.0,60.0,53.0,53.0
01/03/2019 08:00,682.0,148.0,72.0,125.0,75.0,72.0
01/03/2019 08:15,632.0,228.0,84.0,271.0,111.0,119.0
01/03/2019 08:30,686.0,394.0,153.0,428.0,243.0,167.0
01/03/2019 08:45,930.0,506.0,331.0,474.0,313.0,179.0
01/03/2019 09:00,1127.0,1267.0,571.0,706.0,487.0,368.0
01/03/2019 09:15,1527.0,1433.0,1083.0,1148.0,780.0,675.0
01/03/2019 09:30,1950.0,1139.0,2092.0,1038.0,1163.0,1055.0
01/03/2019 09:45,2017.0,1060.0,2741.0,1063.0,1264.0,1228.0
01/03/2019 10:00,1929.0,1408.0,2934.0,940.0,963.0,1350.0
01/03/2019 10:15,1839.0,1517.0,3781.0,1130.0,894.0,981.0
01/03/2019 10:30,1658.0,1251.0,2133.0,932.0,656.0,738.0
01/03/2019 10:45,1539.0,1255.0,1984.0,686.0,666.0,771.0
01/03/2019 11:00,1513.0,1105.0,1049.0,861.0,499.0,629.0
01/03/2019 11:15,1179.0,827.0,584.0,649.0,550.0,409.0
01/03/2019 11:30,1363.0,754.0,517.0,497.0,450.0,382.0
01/03/2019 11:45,1166.0,726.0,436.0,578.0,413.0,394.0
01/03/2019 12:00,1176.0,714.0,319.0,498.0,332.0,353.0
01/03/2019 12:15,1238.0,627.0,258.0,501.0,414.0,330.0
01/03/2019 12:30,1114.0,647.0,338.0,510.0,328.0,307.0
01/03/2019 12:45,1140.0,528.0,270.0,394.0,286.0,319.0
01/03/2019 13:00,1250.0,523.0,266.0,392.0,369.0,308.0
01/03/2019 13:15,1234.0,632.0,286.0,461.0,312.0,327.0
01/03/2019 13:30,1641.0,597.0,247.0,380.0,333.0,292.0
01/03/2019 13:45,1564.0,565.0,330.0,392.0,328.0,293.0
01/03/2019 14:00,1702.0,609.0,306.0,489.0,336.0,354.0
01/03/2019 14:15,1628.0,805.0,281.0,382.0,366.0,343.0
01/03/2019 14:30,1525.0,630.0,285.0,429.0,397.0,272.0
01/03/2019 14:45,1459.0,757.0,351.0,489.0,385.0,369.0
01/03/2019 15:00,1394.0,879.0,316.0,424.0,363.0,338.0
01/03/2019 15:15,1268.0,591.0,288.0,445.0,374.0,317.0
01/03/2019 15:30,1234.0,643.0,298.0,498.0,340.0,335.0
01/03/2019 15:45,1652.0,677.0,279.0,426.0,288.0,316.0
01/03/2019 16:00,1379.0,552.0,252.0,428.0,333.0,299.0
01/03/2019 16:15,1456.0,632.0,336.0,526.0,260.0,354.0
01/03/2019 16:30,1679.0,629.0,308.0,401.0,235.0,355.0
01/03/2019 16:45,1540.0,551.0,253.0,434.0,329.0,413.0
01/03/2019 17:00,1843.0,679.0,441.0,470.0,326.0,478.0
01/03/2019 17:15,2166.0,648.0,323.0,484.0,316.0,452.0
01/03/2019 17:30,2008.0,563.0,270.0,474.0,312.0,377.0
01/03/2019 17:45,2107.0,546.0,396.0,521.0,293.0,409.0
01/03/2019 18:00,2070.0,624.0,367.0,438.0,332.0,388.0
01/03/2019 18:15,1845.0,559.0,370.0,404.0,361.0,344.0
01/03/2019 18:30,1907.0,547.0,420.0,465.0,393.0,438.0
01/03/2019 18:45,1957.0,673.0,545.0,652.0,545.0,521.0
01/03/2019 19:00,2426.0,782.0,702.0,665.0,568.0,588.0
01/03/2019 19:15,2428.0,647.0,750.0,704.0,663.0,622.0
01/03/2019 19:30,2732.0,845.0,874.0,719.0,727.0,574.0
01/03/2019 19:45,2870.0,811.0,784.0,644.0,659.0,663.0
01/03/2019 20:00,2545.0,747.0,638.0,753.0,559.0,507.0
01/03/2019 20:15,1958.0,651.0,623.0,594.0,480.0,415.0
01/03/2019 20:30,1855.0,586.0,480.0,515.0,476.0,384.0
01/03/2019 20:45,1389.0,561.0,389.0,461.0,327.0,397.0
01/03/2019 21:00,1349.0,394.0,374.0,408.0,325.0,309.0
01/03/2019 21:15,1351.0,392.0,386.0,371.0,298.0,248.0
01/03/2019 21:30,893.0,362.0,324.0,303.0,235.0,271.0
01/03/2019 21:45,715.0,302.0,309.0,308.0,243.0,283.0
01/03/2019 22:00,655.0,231.0,324.0,266.0,200.0,232.0
01/03/2019 22:15,481.0,293.0,287.0,324.0,218.0,250.0
01/03/2019 22:30,538.0,188.0,286.0,221.0,183.0,185.0
01/03/2019 22:45,479.0,179.0,288.0,229.0,147.0,203.0
01/03/2019 23:00,301.0,157.0,285.0,316.0,137.0,162.0
01/03/2019 23:15,252.0,97.0,203.0,256.0,160.0,162.0
01/03/2019 23:30,197.0,115.0,234.0,166.0,113.0,121.0
01/03/2019 23:45,198.0,86.0,167.0,174.0,99.0,122.0
01/04/2019 00:00,149.0,82.0,149.0,128.0,115.0,104.0
01/04/2019 00:15,300.0,47.0,34.0,47.0,35.0,108.0
01/04/2019 00:30,643.0,98.0,35.0,63.0,55.0,102.0
01/04/2019 00:45,778.0,120.0,57.0,147.0,58.0,54.0
01/04/2019 01:00,689.0,235.0,75.0,200.0,126.0,89.0
01/04/2019 01:15,1110.0,346.0,105.0,305.0,158.0,121.0
01/04/2019 01:30,1263.0,563.0,243.0,436.0,266.0,187.0
01/04/2019 01:45,1371.0,549.0,253.0,437.0,334.0,268.0
01/04/2019 02:00,1620.0,639.0,407.0,487.0,347.0,342.0
01/04/2019 02:15,1482.0,688.0,671.0,509.0,447.0,343.0
01/04/2019 02:30,1610.0,750.0,949.0,582.0,558.0,399.0
01/04/2019 02:45,1724.0,1084.0,834.0,689.0,584.0,392.0
01/04/2019 03:00,1797.0,1001.0,597.0,675.0,489.0,615.0
01/04/2019 03:15,1664.0,1217.0,648.0,693.0,558.0,695.0
01/04/2019 03:30,1577.0,1131.0,552.0,663.0,565.0,521.0
01/04/2019 03:45,1483.0,1065.0,720.0,632.0,605.0,486.0
01/04/2019 04:00,1445.0,986.0,584.0,624.0,547.0,442.0
01/04/2019 04:15,1362.0,1004.0,532.0,633.0,532.0,413.0
01/04/2019 04:30,1286.0,1154.0,474.0,606.0,534.0,425.0
01/04/2019 04:45,1266.0,1262.0,419.0,491.0,510.0,520.0
01/04/2019 05:00,1260.0,1067.0,349.0,507.0,511.0,510.0
01/04/2019 05:15,1172.0,1153.0,381.0,531.0,565.0,448.0
01/04/2019 05:30,1153.0,1197.0,411.0,422.0,669.0,429.0
01/04/2019 05:45,1241.0,1271.0,365.0,358.0,579.0,429.0
01/04/2019 06:00,1483.0,1117.0,334.0,468.0,556.0,423.0
01/04/2019 06:15,1631.0,1072.0,316.0,397.0,507.0,418.0
01/04/2019 06:30,1499.0,1194.0,366.0,487.0,584.0,534.0
01/04/2019 06:45,1519.0,1123.0,381.0,523.0,613.0,457.0
01/04/2019 07:00,1551.0,1183.0,385.0,531.0,643.0,444.0
01/04/2019 07:15,1599.0,1209.0,420.0,581.0,535.0,475.0
01/04/2019 07:30,1286.0,1274.0,352.0,530.0,549.0,447.0
01/04/2019 07:45,1348.0,1210.0,334.0,531.0,570.0,543.0
01/04/2019 08:00,1464.0,1193.0,329.0,459.0,658.0,518.0
01/04/2019 08:15,1459.0,1225.0,388.0,552.0,522.0,505.0
01/04/2019 08:30,1358.0,1203.0,355.0,570.0,564.0,466.0
01/04/2019 08:45,1487.0,1147.0,410.0,547.0,512.0,468.0
01/04/2019 09:00,1565.0,1039.0,383.0,450.0,487.0,585.0
01/04/2019 09:15,1737.0,1077.0,331.0,472.0,546.0,550.0
01/04/2019 09:30,1603.0,922.0,411.0,446.0,508.0,609.0
01/04/2019 09:45,1542.0,998.0,385.0,470.0,527.0,541.0
01/04/2019 10:00,1464.0,869.0,378.0,387.0,486.0,481.0
01/04/2019 10:15,1536.0,921.0,420.0,404.0,443.0,536.0
01/04/2019 10:30,1451.0,964.0,415.0,401.0,465.0,583.0
01/04/2019 10:45,1399.0,1045.0,416.0,373.0,498.0,672.0
01/04/2019 11:00,1319.0,985.0,526.0,345.0,530.0,548.0
01/04/2019 11:15,1266.0,886.0,492.0,355.0,626.0,468.0
01/04/2019 11:30,1083.0,1008.0,543.0,363.0,546.0,503.0
01/04/2019 11:45,1150.0,997.0,514.0,371.0,539.0,491.0
01/04/2019 12:00,1505.0,899.0,473.0,384.0,511.0,500.0
01/04/2019 12:15,1418.0,856.0,380.0,372.0,480.0,509.0
01/04/2019 12:30,1247.0,738.0,469.0,300.0,429.0,438.0
01/04/2019 12:45,1270.0,695.0,387.0,372.0,409.0,405.0
01/04/2019 13:00,965.0,580.0,359.0,309.0,287.0,376.0
01/04/2019 13:15,1032.0,554.0,270.0,257.0,308.0,382.0
01/04/2019 13:30,937.0,456.0,315.0,312.0,283.0,308.0
01/04/2019 13:45,813.0,413.0,290.0,260.0,274.0,234.0
01/04/2019 14:00,800.0,346.0,250.0,235.0,217.0,231.0
01/04/2019 14:15,637.0,305.0,249.0,293.0,218.0,260.0
01/04/2019 14:30,581.0,283.0,270.0,242.0,191.0,241.0
01/04/2019 14:45,491.0,221.0,268.0,261.0,224.0,226.0
01/04/2019 15:00,394.0,241.0,327.0,248.0,162.0,183.0
01/04/2019 15:15,430.0,170.0,247.0,239.0,173.0,155.0
01/04/2019 15:30,326.0,110.0,256.0,174.0,161.0,142.0
01/04/2019 15:45,236.0,147.0,243.0,195.0,134.0,149.0
01/04/2019 16:00,169.0,92.0,196.0,192.0,129.0,133.0
01/04/2019 16:15,215.0,74.0,164.0,122.0,113.0,142.0
01/04/2019 16:30,155.0,63.0,202.0,127.0,102.0,121.0
01/04/2019 16:45,206.0,68.0,14.0,38.0,37.0,167.0
01/04/2019 17:00,622.0,115.0,38.0,51.0,44.0,119.0
01/04/2019 17:15,645.0,145.0,53.0,98.0,74.0,70.0
01/04/2019 17:30,601.0,250.0,67.0,143.0,121.0,87.0
01/04/2019 17:45,879.0,300.0,102.0,260.0,149.0,127.0
01/04/2019 18:00,806.0,420.0,157.0,389.0,231.0,203.0
01/04/2019 18:15,1020.0,434.0,192.0,394.0,303.0,210.0
01/04/2019 18:30,1148.0,482.0,208.0,464.0,304.0,291.0
01/04/2019 18:45,1236.0,583.0,287.0,367.0,352.0,360.0
01/04/2019 19:00,1295.0,737.0,357.0,558.0,434.0,349.0
01/04/2019 19:15,1408.0,889.0,391.0,573.0,425.0,417.0
01/04/2019 19:30,1285.0,1012.0,317.0,636.0,509.0,531.0
01/04/2019 19:45,1250.0,1206.0,332.0,644.0,444.0,698.0
01/04/2019 20:00,1080.0,1019.0,229.0,579.0,474.0,482.0
01/04/2019 20:15,1146.0,1175.0,313.0,642.0,614.0,474.0
01/04/2019 20:30,1224.0,1101.0,257.0,567.0,502.0,373.0
01/04/2019 20:45,1087.0,1134.0,293.0,579.0,482.0,461.0
01/04/2019 21:00,1214.0,1313.0,291.0,643.0,559.0,489.0
01/04/2019 21:15,1192.0,1319.0,242.0,552.0,521.0,497.0
01/04/2019 21:30,1084.0,1267.0,287.0,469.0,639.0,508.0
01/04/2019 21:45,970.0,1239.0,281.0,542.0,593.0,502.0
01/04/2019 22:00,1104.0,1217.0,335.0,484.0,616.0,501.0
01/04/2019 22:15,1248.0,1325.0,298.0,409.0,606.0,477.0
01/04/2019 22:30,1686.0,1232.0,262.0,424.0,519.0,451.0
01/04/2019 22:45,1742.0,1169.0,275.0,444.0,578.0,518.0
01/04/2019 23:00,1818.0,1234.0,354.0,528.0,582.0,471.0
01/04/2019 23:15,1723.0,1255.0,352.0,507.0,620.0,505.0
01/04/2019 23:30,1837.0,1389.0,355.0,614.0,487.0,445.0
01/04/2019 23:45,1703.0,1306.0,410.0,576.0,615.0,485.0
01/05/2019 00:00,1694.0,1446.0,372.0,528.0,605.0,533.0
01/05/2019 00:15,1535.0,1482.0,339.0,509.0,615.0,605.0
01/05/2019 00:30,1750.0,1303.0,391.0,514.0,591.0,524.0
01/05/2019 00:45,1830.0,1322.0,469.0,531.0,591.0,546.0
01/05/2019 01:00,1896.0,1236.0,399.0,527.0,536.0,537.0
01/05/2019 01:15,1906.0,1220.0,410.0,538.0,580.0,608.0
01/05/2019 01:30,1926.0,1283.0,414.0,555.0,534.0,587.0
01/05/2019 01:45,2282.0,1186.0,356.0,459.0,461.0,590.0
01/05/2019 02:00,2103.0,1143.0,434.0,506.0,458.0,595.0
01/05/2019 02:15,2302.0,1046.0,420.0,473.0,496.0,542.0
01/05/2019 02:30,2228.0,1002.0,458.0,530.0,544.0,481.0
01/05/2019 02:45,2251.0,925.0,465.0,507.0,472.0,517.0
01/05/2019 03:00,1943.0,934.0,477.0,454.0,439.0,562.0
01/05/2019 03:15,1791.0,960.0,402.0,447.0,505.0,499.0
01/05/2019 03:30,2032.0,902.0,471.0,396.0,451.0,513.0
01/05/2019 03:45,1707.0,744.0,502.0,403.0,467.0,502.0
01/05/2019 04:00,1469.0,906.0,498.0,416.0,506.0,411.0
01/05/2019 04:15,1684.0,788.0,517.0,476.0,475.0,556.0
01/05/2019 04:30,1880.0,787.0,379.0,431.0,377.0,448.0
01/05/2019 04:45,2001.0,677.0,424.0,324.0,391.0,447.0
01/05/2019 05:00,1890.0,636.0,386.0,327.0,302.0,418.0
01/05/2019 05:15,1648.0,497.0,357.0,418.0,298.0,354.0
